City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,taoudenni,22.6783,-3.9836,92.66,22,100,20.13,ML,1685127433
365,yuzhno-kurilsk,44.0306,145.8556,50.54,87,100,13.71,RU,1685127433
366,paramirim,-13.4425,-42.2389,81.16,45,26,9.82,BR,1685127200
367,ta`u,-14.2336,-169.5144,81.41,79,55,14.34,AS,1685127433
368,castillos,-34.1667,-53.8333,64.72,98,100,0.92,UY,1685127433
369,snellville,33.8573,-84.0199,78.55,53,0,9.22,US,1685127434
370,vallenar,-28.5708,-70.7581,79.52,20,29,4.43,CL,1685127434
371,bovalino,38.149,16.174,69.15,81,82,6.29,IT,1685127434
372,hammerfest,70.6634,23.6821,36.05,87,75,24.16,NO,1685127434
373,anan,33.9167,134.65,65.98,85,100,6.06,JP,1685127434
374,zwedru,6.0667,-8.1281,75.65,97,99,3.67,LR,1685127434
375,xilin hot,43.9667,116.0333,56.52,45,100,2.53,CN,1685127434
376,tosontsengel,48.7567,98.2839,37.35,92,100,2.62,MN,1685127435
377,aitape,-3.1374,142.3475,78.1,86,100,3.38,PG,1685127435
378,erenhot,43.6475,111.9767,62.83,31,100,11.5,CN,1685127435
379,boa vista,2.8197,-60.6733,84.18,74,40,5.75,BR,1685127435
380,vytegra,61.0064,36.4481,48.36,71,6,4.45,RU,1685127295
381,kone,-21.0595,164.8658,66.69,81,59,2.01,NC,1685127435
382,mikuni,36.2171,136.1519,67.91,77,100,6.53,JP,1685127435
383,shubarkuduk,49.1447,56.4872,70.5,32,94,2.75,KZ,1685127435
384,nandgaon,20.3167,74.65,80.4,54,0,18.92,IN,1685127436
385,kimbe,-5.5502,150.1429,74.71,94,97,2.73,PG,1685127436
386,piti village,13.4626,144.6933,80.29,87,100,14.34,GU,1685127436
387,sao gabriel da cachoeira,-0.1303,-67.0892,85.8,84,20,3.44,BR,1685127436
388,kodiak,57.79,-152.4072,45.91,76,100,8.05,US,1685127436
389,quellon,-43.1167,-73.6167,44.85,81,75,4.61,CL,1685127436
390,maxixe,-23.8597,35.3472,75.02,73,20,9.22,MZ,1685127437
391,archangelos,36.2149,28.1149,68.31,85,100,3.4,GR,1685127437
392,aginskoye,51.1,114.53,37.02,64,8,10.74,RU,1685127437
393,horodnytsya,50.807,27.3168,60.12,89,98,7.63,UA,1685127437
394,kovel,51.2153,24.7087,57.54,85,15,7.7,UA,1685127437
395,entebbe,0.0644,32.4469,73.72,78,20,3.44,UG,1685127437
396,suva,-18.1416,178.4415,62.08,100,20,5.75,FJ,1685127420
397,amahai,-3.3333,128.9167,85.08,78,91,6.42,ID,1685127438
398,orapa,-21.2833,25.3667,69.55,30,8,7.38,BW,1685127438
399,sandnessjoen,66.0217,12.6316,42.91,70,75,10.0,NO,1685127438
400,nizhneangarsk,55.7833,109.55,32.67,85,90,2.42,RU,1685127438
401,saldanha,-33.0117,17.9442,48.25,71,0,7.43,ZA,1685127438
402,khash,28.2211,61.2158,79.27,16,89,4.94,IR,1685127438
403,lugazi,0.3772,32.9197,67.44,82,98,1.61,UG,1685127439
404,maumere,-8.6199,122.2111,77.11,75,79,9.13,ID,1685127439
405,port saint john's,-31.6229,29.5448,60.85,54,72,8.01,ZA,1685127439
406,gemena,3.25,19.7667,76.96,77,98,0.16,CD,1685127439
407,villa del totoral,-30.8167,-63.7167,70.54,69,98,11.88,AR,1685127439
408,sabang,5.8933,95.3214,83.3,72,99,15.23,ID,1685127439
409,shache,38.4167,77.2406,72.72,33,100,8.66,CN,1685127439
410,bodden town,19.2833,-81.25,86.0,70,20,13.8,KY,1685127439
411,salalah,17.0151,54.0924,84.49,77,94,11.81,OM,1685127440
412,lockwood,45.8191,-108.4149,64.42,72,100,10.36,US,1685127440
413,can,40.0333,27.0524,59.34,88,1,3.36,TR,1685127440
414,geraldton,-28.7667,114.6,52.21,58,100,1.14,AU,1685127280
415,zaozersk,69.4005,32.4476,42.19,77,100,19.66,RU,1685127440
416,revelstoke,50.9832,-118.2023,66.22,55,0,3.44,CA,1685127440
417,carrigaline,51.8117,-8.3986,60.55,67,40,8.05,IE,1685127441
418,umm ruwaba,12.9061,31.2158,96.44,16,99,8.86,SD,1685127441
419,altenbeken,51.7645,8.942,59.29,65,5,7.2,DE,1685127441
420,huayin,34.5675,110.0921,65.98,88,100,1.52,CN,1685127441
421,revda,56.801,59.9303,61.16,59,19,4.43,RU,1685127441
422,darwin,-12.4611,130.8418,73.38,73,40,5.75,AU,1685127441
423,mawlaik,23.6333,94.4167,77.74,71,1,2.71,MM,1685127441
424,ulladulla,-35.35,150.4667,46.38,63,4,5.86,AU,1685127441
425,camayenne,9.535,-13.6878,81.45,77,94,7.25,GN,1685127441
426,bonthe,7.5264,-12.505,81.66,76,99,7.2,SL,1685127200
427,ambon,-3.6954,128.1814,81.64,84,20,4.61,ID,1685127442
428,lincoln,40.8,-96.667,81.14,36,0,12.66,US,1685127165
429,itaituba,-4.2761,-55.9836,93.36,55,20,9.22,BR,1685127442
430,red hill,33.9996,-79.2581,68.18,56,100,16.75,US,1685127442
431,george town,5.4112,100.3354,78.75,83,40,5.75,MY,1685127001
432,fortuna,40.5982,-124.1573,56.32,94,75,9.22,US,1685127442
433,tolanaro,-25.0319,46.9987,71.67,88,40,18.41,MG,1685127442
434,rosario do sul,-30.2583,-54.9142,78.26,66,91,13.98,BR,1685127443
435,williams lake,52.1415,-122.1445,79.05,43,20,12.66,CA,1685127443
436,siddapur,14.3333,74.8833,73.9,86,93,5.5,IN,1685127443
437,ciudad acuna,29.3232,-100.9522,84.49,58,75,14.97,MX,1685127369
438,nizhniy kuranakh,58.8353,125.4869,39.36,64,100,6.46,RU,1685127443
439,lianzhou,24.7811,112.3825,75.45,98,96,3.8,CN,1685127443
440,bathsheba,13.2167,-59.5167,86.61,79,20,11.5,BB,1685127443
441,mount pearl,47.5166,-52.7813,46.85,97,100,13.8,CA,1685127443
442,guerrero negro,27.9769,-114.0611,65.79,60,100,18.77,MX,1685127444
443,reitz,-27.8014,28.4273,47.25,31,100,0.34,ZA,1685127444
444,mafeteng,-29.823,27.2374,40.06,40,55,0.94,LS,1685127444
445,coruripe,-10.1256,-36.1756,79.0,84,97,8.9,BR,1685127149
446,kavaratti,10.5669,72.642,85.46,72,11,6.85,IN,1685127444
447,camocim,-2.9022,-40.8411,81.7,80,96,10.49,BR,1685127444
448,island harbour,50.724,-1.2758,66.24,69,8,16.75,GB,1685127444
449,qarazhal,48.0078,70.7903,56.61,62,5,8.52,KZ,1685127444
450,mount isa,-20.7333,139.5,51.57,46,0,11.5,AU,1685127444
451,kirakira,-10.4544,161.9205,78.03,85,100,7.18,SB,1685127444
452,polyarnyy,69.1989,33.4478,45.21,62,100,14.61,RU,1685127445
453,trairi,-3.2778,-39.2689,79.25,85,99,10.11,BR,1685127445
454,shiqian,27.5225,108.2281,74.07,95,99,3.29,CN,1685127445
455,pelabuhanratu,-6.9875,106.5514,78.67,86,64,1.95,ID,1685127445
456,antsiranana,-12.2787,49.2917,76.84,77,5,15.3,MG,1685127445
457,oasis,33.4659,-116.0989,85.84,22,0,10.36,US,1685127446
458,rudbar,30.15,62.6,87.19,13,0,8.88,AF,1685127446
459,santa luzia,-19.7697,-43.8514,74.48,55,75,12.66,BR,1685127446
460,berriane,32.8265,3.7669,81.45,28,57,10.09,DZ,1685127447
461,kismayo,-0.3582,42.5454,79.97,74,13,12.5,SO,1685127447
462,wanning,18.8003,110.3967,80.22,89,14,5.77,CN,1685127447
463,petauke,-14.2426,31.3253,62.53,54,0,3.87,ZM,1685127448
464,north battleford,52.7834,-108.2847,64.4,67,40,0.0,CA,1685127203
465,rabo de peixe,37.8,-25.5833,65.71,72,20,16.11,PT,1685127448
466,usinsk,65.9939,57.5281,62.71,80,100,16.73,RU,1685127448
467,puerto leguizamo,-0.1934,-74.7819,75.88,91,100,3.06,CO,1685127449
468,turaif,31.6725,38.6637,79.05,9,0,9.22,SA,1685127449
469,diego de almagro,-26.3667,-70.05,76.3,17,100,6.73,CL,1685127449
470,shingu,33.7333,135.9833,64.76,83,100,1.95,JP,1685127449
471,huittinen,61.1833,22.7,44.76,56,0,7.18,FI,1685127449
472,vielha,42.6846,0.7726,53.06,93,45,3.36,ES,1685127454
473,yekaterinoslavka,50.3734,129.1139,43.75,55,1,8.59,RU,1685127454
474,columbia falls,48.3725,-114.1815,62.28,70,20,11.5,US,1685127455
475,odacho-oda,35.1833,132.5,64.18,83,100,7.14,JP,1685127455
476,arkhangel'sk,64.5401,40.5433,46.85,53,0,4.83,RU,1685127455
477,dalandzadgad,43.5708,104.425,60.75,28,100,2.42,MN,1685127455
478,sungai raya,0.7,108.9,79.84,88,100,3.65,ID,1685127455
479,wau,7.7029,27.9953,81.9,60,100,6.38,SS,1685127455
480,mogocha,53.7333,119.7667,38.86,94,100,10.02,RU,1685127456
481,saguenay,48.4168,-71.0657,68.83,27,40,33.38,CA,1685127364
482,bracciano,42.1031,12.1754,77.27,78,88,5.91,IT,1685127456
483,manggar,-2.8833,108.2667,82.6,75,98,12.1,ID,1685127456
484,zhanaozen,43.3,52.8,78.8,29,100,12.64,KZ,1685127456
485,huarmey,-10.0681,-78.1522,76.73,70,60,12.62,PE,1685127456
486,wamba,8.9333,8.6,79.86,76,84,6.49,NG,1685127457
487,matoury,4.8483,-52.3317,85.96,70,75,11.5,GF,1685127457
488,winslow,35.0242,-110.6974,80.78,9,0,17.27,US,1685127457
489,korla,41.7597,86.1469,63.72,46,98,18.1,CN,1685127457
490,terenos,-20.4422,-54.8603,85.71,48,20,11.5,BR,1685127457
491,kilindoni,-7.9139,39.6668,80.26,68,56,14.18,TZ,1685127457
492,fort mcmurray,56.7268,-111.381,72.91,40,0,9.22,CA,1685127364
493,yigo village,13.5361,144.8886,78.85,87,100,14.85,GU,1685127458
494,sitka,57.0531,-135.33,48.09,71,75,5.75,US,1685127458
495,kuusamo,65.9667,29.1833,42.84,70,75,12.66,FI,1685127458
496,krasnyy yar,46.5331,48.3456,71.53,39,100,15.55,RU,1685127458
497,canandaigua,42.8742,-77.288,69.57,34,0,1.01,US,1685127458
498,wynyard,-41.0,145.7167,49.98,75,100,9.1,AU,1685127459
499,san antonio de pale,-1.4014,5.6325,79.29,86,100,15.5,GQ,1685127459
500,glace bay,46.1969,-59.957,51.1,87,100,3.44,CA,1685127459
501,sihor,21.7,71.9667,85.35,60,0,16.13,IN,1685127459
502,atherton,53.5237,-2.4935,68.14,60,99,1.01,GB,1685127459
503,buka,40.8108,69.1986,68.92,27,0,3.69,UZ,1685127459
504,smithers,54.7804,-127.1743,57.52,77,100,11.5,CA,1685127460
505,gizo,-8.103,156.8419,81.37,79,88,6.71,SB,1685127460
506,rongelap,11.1635,166.8941,80.71,81,100,17.31,MH,1685127460
507,zahedan,29.4963,60.8629,76.91,20,0,0.0,IR,1685127460
508,kidal,18.4411,1.4078,96.6,10,11,12.06,ML,1685127460
509,palpa,-14.5336,-75.1856,82.74,41,62,4.65,PE,1685127460
510,bou tlelis,35.5727,-0.8996,73.51,64,4,14.5,DZ,1685127460
511,narvik,68.4384,17.4272,39.38,93,100,11.25,NO,1685127461
512,kulu,39.0951,33.0799,59.86,76,71,8.03,TR,1685127461
513,farafenni,13.5667,-15.6,89.24,51,100,15.59,GM,1685127461
514,igarka,67.4667,86.5833,39.45,86,51,8.34,RU,1685127461
515,sampit,-2.5333,112.95,74.05,98,54,2.51,ID,1685127461
516,novosergiyevka,52.0934,53.6528,68.23,39,87,6.26,RU,1685127461
517,kohtla-jarve,59.3986,27.2731,45.99,78,6,8.08,EE,1685127461
518,show low,34.2542,-110.0298,74.01,14,0,16.11,US,1685127461
519,anloga,5.7947,0.8973,83.59,81,100,15.97,GH,1685127461
520,meadow lakes,61.6247,-149.6011,57.42,63,0,1.99,US,1685127461
521,minas de marcona,-15.2119,-75.1103,66.25,63,100,14.18,PE,1685127462
522,raduzhnyy,62.0961,77.475,50.27,55,37,6.58,RU,1685127462
523,mao,39.8885,4.2658,68.56,68,0,8.05,ES,1685127462
524,kzyltu,53.6364,72.3414,55.62,43,8,7.18,KZ,1685127462
525,vanimo,-2.6741,141.3028,77.54,90,100,2.84,PG,1685127462
526,fuxin,42.0156,121.6589,62.49,68,100,10.27,CN,1685127463
527,gwarzo,11.9152,7.9346,87.04,38,100,12.64,NG,1685127463
528,lensk,60.7253,114.9278,39.63,59,15,3.27,RU,1685127463
529,rio grande,-32.035,-52.0986,78.91,79,100,8.95,BR,1685127332
530,rye,40.9807,-73.6837,75.15,32,20,13.8,US,1685127295
531,qamdo,31.1667,97.2333,40.5,54,4,5.44,CN,1685127464
532,cooper's town,26.8667,-77.5167,79.97,67,5,2.48,BS,1685127464
533,majene,-3.5403,118.9707,78.12,88,100,7.38,ID,1685127464
534,prince edward,44.0001,-77.2495,70.48,59,0,5.99,CA,1685127464
535,raghogarh,24.45,77.2,83.26,45,65,7.9,IN,1685127464
536,pierre,44.3683,-100.351,79.72,48,75,19.57,US,1685126905
537,businga,3.3333,20.8833,76.23,82,99,0.85,CD,1685127464
538,cheremukhovo,60.3484,59.9851,62.24,65,82,4.23,RU,1685127465
539,nicoya,10.1483,-85.452,92.46,46,100,1.28,CR,1685127465
540,farsala,39.2947,22.3847,68.34,72,77,1.52,GR,1685127465
541,murun-kuren,49.6342,100.1625,44.64,48,100,4.88,MN,1685127465
542,lucapa,-8.4192,20.7447,79.11,41,71,2.71,AO,1685127465
543,puerto rico,-26.796,-55.024,79.77,51,94,5.37,AR,1685127465
544,bonne terre,37.9231,-90.5554,74.37,36,0,9.71,US,1685127466
545,kampong dungun,3.2167,101.3167,81.86,83,100,7.9,MY,1685127466
546,kachkanar,58.7,59.4948,62.29,55,16,2.04,RU,1685127466
547,yangambi,0.8102,24.4336,72.86,91,63,2.06,CD,1685127466
548,kendari,-3.945,122.4989,74.17,90,100,2.55,ID,1685127466
549,pointe-noire,-4.7761,11.8635,78.87,83,20,8.05,CG,1685127466
550,bannu,32.9854,70.6027,81.37,35,0,7.76,PK,1685127466
551,argo,37.6333,22.7333,70.79,67,96,1.72,GR,1685127466
552,lagos,6.5833,3.75,86.32,82,8,8.32,NG,1685127213
553,mossel bay,-34.1831,22.146,49.93,54,0,6.6,ZA,1685127466
554,kirtland,36.7342,-108.3598,80.55,12,0,11.5,US,1685127466
555,albertina,-22.2008,-46.6158,70.63,54,58,6.6,BR,1685127467
556,youghal,51.95,-7.8506,60.01,83,83,6.55,IE,1685127467
557,mount gambier,-37.8333,140.7667,52.61,70,100,7.81,AU,1685127467
558,alice springs,-23.7,133.8833,33.35,75,0,7.56,AU,1685127467
559,port douglas,-16.4833,145.4667,69.21,77,57,3.15,AU,1685127467
560,gobabis,-22.45,18.9667,59.22,38,100,13.49,,1685127467
561,gebeit,21.0667,36.3167,86.34,40,0,8.19,SD,1685127467
562,namdrik,5.5994,168.1028,81.97,76,100,13.24,MH,1685127467
563,malanje,-9.5402,16.341,71.13,59,15,0.85,AO,1685127467
564,nirmali,26.3167,86.5833,78.58,75,78,4.34,IN,1685127467
565,abalak,58.1286,68.5944,55.4,51,46,5.17,RU,1685127468
566,'ain el hadjar,34.7585,0.1453,78.13,36,88,8.08,DZ,1685127468
567,sumenep,-7.0167,113.8667,79.11,79,58,9.73,ID,1685127468
568,petropavlovka,50.6114,105.3196,39.7,73,79,3.36,RU,1685127468
